sampleID	patientID	experiment	Time	group	pcoa03_axis1	pcoa03_axis2	pcoa03_axis3	nmds03_axis1	nmds03_axis2	nmds03_axis3	simpsoneven_03	simpson_03	simpson_lci_03	simpson_hci_03	invsimpson_03	invsimpson_lci_03	invsimpson_hci_03	shannon_03	shannon_lci_03	shannon_hci_03	npshannon_03	sobs_03	chao_03	chao_lci_03	chao_hci_03	nseqs	Otu0001	Otu0002	Otu0003	Otu0004	Otu0005	Otu0006	Otu0007	Otu0008	Otu0009	Otu0010	Otu0011	Otu0012	Otu0013	Otu0014	Otu0015	Otu0016	Otu0017	Otu0018	Otu0019	Otu0020	Otu0021	Otu0022	Otu0023	Otu0024	Otu0025	Otu0026	Otu0027	Otu0028	Otu0029	Otu0030	Otu0031	Otu0032	Otu0033	Otu0034	Otu0035	Otu0036	Otu0037	Otu0038	Otu0039	Otu0040	Otu0041	Otu0042	Otu0043	Otu0044	Otu0045	Otu0046	Otu0047	Otu0048	Otu0049	Otu0050	Otu0051	Otu0052	Otu0053	Otu0054	Otu0055	Otu0056	Otu0057	Otu0058	Otu0059	Otu0060	Otu0061	Otu0062	Otu0063	Otu0064	Otu0065	Otu0066	Otu0067	Otu0068	Otu0069	Otu0070	Otu0071	Otu0072	Otu0073	Otu0074	Otu0075	Otu0076	Otu0077	Otu0078	Otu0079	Otu0080	Otu0081	Otu0082	Otu0083	Otu0084	Otu0085	Otu0086	Otu0087	Otu0088	Otu0089	Otu0090	Otu0091	Otu0092	Otu0093	Otu0094	Otu0095	Otu0096	Otu0097	Otu0098	Otu0099	Otu0100	Otu0101	Otu0102	Otu0103	Otu0104	Otu0105	Otu0106	Otu0107	Otu0108	Otu0109	Otu0110	Otu0111	Otu0112	Otu0113	Otu0114	Otu0115	Otu0116	Otu0117	Otu0118	Otu0119	Otu0120	Otu0121	Otu0122	Otu0123	Otu0124	Otu0125	Otu0126	Otu0127	Otu0128	Otu0129	Otu0130	Otu0131	Otu0132	Otu0133	Otu0134	Otu0135	Otu0136	Otu0137	Otu0138	Otu0139	Otu0140	Otu0141	Otu0142	Otu0143	Otu0144	Otu0145	Otu0146	Otu0147	Otu0148	Otu0149	Otu0150	Otu0151	Otu0152	Otu0153	Otu0154	Otu0155	Otu0156	Otu0157	Otu0158	Otu0159	Otu0160	Otu0161	Otu0162	Otu0163	Otu0164	Otu0165	Otu0166	Otu0167	Otu0168	Otu0169	Otu0170	Otu0171	Otu0172	Otu0173	Otu0174	Otu0175	Otu0176	Otu0177	Otu0178	Otu0179	Otu0180	Otu0181	Otu0182	Otu0183	Otu0184	Otu0185	Otu0186	Otu0187	Otu0188	Otu0189	Otu0190	Bifidobacteriaceae	Coriobacteriaceae	Actinobacteria_unclassified	Corynebacteriaceae	Microbacteriaceae	Actinobacteria_unclassified.1	Actinomycetaceae	Brevibacteriaceae	Cellulomonadaceae	Pseudonocardiaceae	Micrococcales_unclassified	Streptomycetaceae	Corynebacteriales_unclassified	Micrococcaceae	Nocardiaceae	Micromonosporaceae	Bacteria_unclassified	Bacteroidaceae	Bacteroidales_S24.7_group	Bacteroidales_unclassified	Rikenellaceae	Porphyromonadaceae	Bacteroidetes_unclassified	Prevotellaceae	Flavobacteriaceae	Cytophagaceae	Sphingobacteriaceae	Chloroplast_fa	Obscuribacterales_fa	Methanobacteriaceae	Lactobacillaceae	Lachnospiraceae	Erysipelotrichaceae	Peptostreptococcaceae	Ruminococcaceae	Family_XIII	Enterococcaceae	Paenibacillaceae	Clostridiales_unclassified	Staphylococcaceae	Firmicutes_unclassified	Bacillaceae	Listeriaceae	Lactobacillales_unclassified	Streptococcaceae	Clostridia_unclassified	Bacilli_unclassified	Family_XI	Clostridiaceae_1	Bacillales_unclassified	Christensenellaceae	Veillonellaceae	Leuconostocaceae	Acidaminococcaceae	Thermoactinomycetaceae	Planococcaceae	Eubacteriaceae	Aerococcaceae	Carnobacteriaceae	Peptococcaceae	Fusobacteriaceae	Enterobacteriaceae	Pseudomonadaceae	Mitochondria	Oxalobacteraceae	Comamonadaceae	Xanthomonadaceae	Gammaproteobacteria_unclassified	Desulfovibrionaceae	Campylobacteraceae	Moraxellaceae	Hyphomicrobiaceae	Campylobacterales_unclassified	Brucellaceae	Phyllobacteriaceae	Rhizobiaceae	Halomonadaceae	Bradyrhizobiaceae	Rhizobiales_unclassified	Rhodobacteraceae	Betaproteobacteria_unclassified	Alcaligenaceae	Burkholderiaceae	Burkholderiales_unclassified	Alphaproteobacteria_unclassified	Caulobacteraceae	Methylobacteriaceae	Nevskiaceae	Unknown_Family	Synergistaceae	Mollicutes_unclassified	Mollicutes_RF9_fa	Mycoplasmataceae	unknown_unclassified	Verrucomicrobiaceae	Verrucomicrobiales_unclassified	Verrucomicrobia_unclassified
17761n01	17761	chen_model	-1	xg_cdiff	0.283083	-0.060793	-0.178894	0.063572	0.34941	0.210107	0.07637	0.147125	0.145063	0.149187	6.796944	6.702986	6.893574	2.238374	2.225459	2.251289	2.246651	89	133.4	108.380628	190.718066	26945	0.077742993	0.161150865	0.129807692	0.272025939	0.126639833	0	0.045952594	0.075096899	0.014721228	0.005478533	0	0	0	0.011814252	0.000372689	0	0.009727191	0	3.73E-05	0	0	0	0	0	0	0	0	0	0	0.010248956	0	0	0	0.000298151	0	0	0	3.73E-05	0	0	0	0.005105844	0.016211986	0.00070811	0	0	0	0.001453488	0	0	0	0	0	0	0	3.73E-05	0	0	0	0	0	0	0	0.000111807	0.029367919	0	0	0	0	0	0	0	0	0	0	0	3.73E-05	0	0	0	0	0	0.00208706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73E-05	0	0	0	0	7.45E-05	0	0	0	0	0	0	0	0	0	0	0.000186345	0	0	0	0	0	0	0	0.000298151	0	0	0	0	0	3.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745379	0	0.000596303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149076	0	0	0	0	0	0	0	0.001341682	0	0.000260883	0	1.183893116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7741696	12.94117647	9.675264428	2.66839859	0	0	0	0	0	0	0	0	0	0	8.272406754	3.210243088	5.566895528	0	0.003711264	0	0	0.003711264	0.022267582	0	0.137316756	0	0	0.003711264	0	0	0	0.003711264	0	0	0	0	0	0	0	0	0.003711264	0	0	0	0	16.05863797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003711264	0	0	0	0	0	0	0	0	0	0	0	0	26.04193728	1.139357951	0.285767304
17761n06	17761	chen_model	-6	xg_cdiff	0.341478	0.356452	0.162249	-0.248225	-0.151186	0.498215	0.085466	0.043497	0.042549	0.044444	22.990241	22.500034	23.502284	3.702627	3.681931	3.723322	3.725232	269	387.833333	338.240825	472.945594	17871	0.027666629	0.000514462	0.083457185	0.079284326	0.066365611	0	0.099119698	0.005201783	0.063107351	0.021778896	0	0.060935178	0	0.022007545	0.0325826	0	0.00022865	0.009431805	5.72E-05	0	0	0.011489654	0.056133531	0	0.007088145	0.019892535	0.001486224	0	0.000743112	0.020349834	0.015033726	0.025551618	0.00371556	0.000114325	0.003544072	0.020635647	0	0	0	0.008803018	0	0.00302961	0.002743798	0.015319538	0.00022865	0.006230708	0	0.002515148	0.00697382	0.001657711	0.007888419	5.72E-05	0.016691437	0	0.003086773	0	5.72E-05	0	0	0	0.001714874	0	0	0.009889105	0.001657711	0	0	0.000743112	0	0	0.00022865	0.000285812	0.000857437	0.002286498	0	0.000514462	0.017777524	0.001543386	0.00325826	0.00371556	0.006116383	0.001028924	0.000400137	0.001371899	0.000114325	0.00022865	0.007316794	0.006630845	0.000571625	0.00022865	0	0.002515148	0	0	0	0.000685949	0.007202469	0.003372585	0.010632217	0	0	0	0.000285812	0.006688007	0.000285812	0.001943523	0	0.002686635	0.000285812	0.002172173	0	0.000342975	0.000342975	0.001143249	0	0	0.001943523	0	0.000571625	0.000971762	0.001028924	0.00022865	0	0.010174917	0.002686635	0	0.005601921	0	0	0.000628787	0.008117069	0	0.000285812	5.72E-05	0.000285812	0.003086773	0.000685949	0	0	0.001314736	0.000342975	5.72E-05	0.0004573	5.72E-05	0.002686635	0.000171487	0.001143249	0.000114325	0	0	0.000114325	0.000800274	0	0.002286498	0.00022865	0.000571625	0.000400137	0.000628787	0	0.000114325	0.000114325	0	0.001314736	0.000285812	0	0	0	0	0.000114325	0.000857437	0	0	0	0.000571625	0.000628787	0	0.000285812	0.000114325	0.001772036	0	0.002000686	0.001886361	0	0	0	0	0	5.72E-05	0.000285812	0	2.159923899	0.604331039	0.772200772	0	0	0	0	0	0	0.005595658	0	0	0	0	0	0	7.05052879	8.20323429	34.34055173	3.570029657	0.436461306	0	0.016786973	0	0	0	0	0	0	0	3.950534385	18.04599631	9.781209781	0	2.697107045	0.055956578	0	0	0.285378546	0.022382631	0.05036092	0	0	0	0.05036092	0	0	0	0	0	0.005595658	0	0	0	0	0	0	0	0	0	0	0.055956578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5261597	0.257400257	0.055956578
17761n08	17761	chen_model	-8	xg_cdiff	0.24962	0.421481	0.337124	-0.039521	-0.355468	0.594562	0.060454	0.065641	0.06385	0.067433	15.234283	14.829458	15.66183	3.343925	3.321794	3.366056	3.370925	252	383.323529	328.565206	477.244209	16703	0.00817921	0.000244156	0.03985839	0.026673991	0.181529634	0	0.06824147	0.010986999	0.037599951	0.031435024	0	0.061649271	0	0.054507721	0.020936336	0	0.000183117	0.106879082	6.10E-05	0.000671428	0	0.039553195	0.030519441	0	0.000488311	0.000671428	0.004638955	0	0.014099982	0.006897394	0.004638955	0.018128548	0.011292193	6.10E-05	0.001464933	0.022828542	0	0	0	0.024049319	0	0.042116828	0.005310383	0.006164927	0	0.002075322	0	0.000244156	0.00817921	0.000793505	0.00708051	0.000366233	0.011170115	0.000671428	0.000183117	0.000122078	0.000122078	0	0	0	0.001587011	0	6.10E-05	0.001281817	0.001220778	0	6.10E-05	6.10E-05	6.10E-05	0	6.10E-05	0.000366233	0.000427272	0.008606482	0	0.000183117	0.001892205	0.022096075	0.000366233	0.00054935	0.001342855	0.000488311	6.10E-05	0.000244156	6.10E-05	6.10E-05	0.000671428	0.003051944	0.000244156	0	0	0.000976622	0	0	0	6.10E-05	0.000976622	0.000732467	0.005188305	0	0	0	0	0.000793505	0.000183117	0.000488311	0	0.004761033	0.000671428	0	0	0.000366233	0.000305194	0.00054935	6.10E-05	0	0.000122078	0	0	0.000183117	0.007446744	0.000488311	0	0.001220778	0	6.10E-05	0.000122078	0	0.000610389	0	0.000671428	0	0	0.000122078	0.000366233	0.001037661	0.000183117	6.10E-05	0	0.000122078	0	0.001220778	0.000122078	6.10E-05	0.003051944	0.000122078	0	0.000183117	6.10E-05	0	6.10E-05	0.001220778	0	0	0.000244156	0.000183117	0	0	0.000122078	0	0.000122078	0	6.10E-05	0	0	0.000610389	0	0	0	0.001037661	0	0	0	0.000122078	0.001770128	0	0.000244156	0	0.000244156	0	0.000183117	0.000671428	0	0	0	0	0	0	0.000671428	0	5.37627971	2.646231216	0.778303299	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3498174	3.933425133	30.64718913	3.999281566	2.51451835	0	0.07783033	0	0	0	0	0	0	0	15.57803987	3.765790577	6.723343112	0	1.562593546	0.017960845	0	0	0.23349099	0	0.07783033	0	0	0.005986948	0.017960845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035921691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.484583608	0.143686763	0.029934742
17761p00	17761	chen_model	0	xg_cdiff	-0.166963	-0.258483	0.069539	0.274753	0.328179	-0.378276	0.040941	0.381646	0.376074	0.387218	2.620229	2.582526	2.65905	1.315037	1.299612	1.330462	1.323116	64	151	95.443171	304.719995	22835	0.160356641	0.569088194	0.008696416	0.174762825	0.006939564	0	0.001229796	0.005050949	0.00237175	0.000570977	0	4.39E-05	0	0.00101019	4.39E-05	0	0.060216093	0.000307449	0	0	0	0	0.000175685	0	0	4.39E-05	0	0	0	0.000439213	0	0	4.39E-05	0.000263528	0	0	4.39E-05	0	0	0	0	0.000219606	0.000570977	0.000131764	0	4.39E-05	0	0.000219606	0	0	0	0	0	0	0	0	0	0	4.39E-05	0	0	0	0	0.000175685	0.001317639	4.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-05	0	4.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00101019	0	4.39E-05	0	0	0	0	4.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-05	0	0.105101817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792642873	0.867089993	0.836435297	0.10948106	0.004379242	0	0	0	0	0	0	0	0	0	16.06744033	0.236479089	6.209765711	0	0.013137727	0	0	0	0.01751697	0	0.004379242	0	0	0.008758485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.77249836	0	0	0.008758485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.43529669	1.09918984	0.411648785
17761p01	17761	chen_model	1	xg_cdiff	0.24226	-0.289379	-0.187126	-0.083114	0.397334	0.017362	0.063422	0.20477	0.202284	0.207256	4.883524	4.824949	4.943538	1.904449	1.888854	1.920044	1.913608	77	118.333333	93.954117	177.768708	21756	0.083425516	0.204738201	0.283738938	0.266224189	0.002535029	0.004286504	0.003226401	0.000184366	0	4.61E-05	4.61E-05	0	4.61E-05	0.009172198	9.22E-05	0	0.023552729	0.010324484	0	0	0	0	0	0	0.000368732	0.007190265	4.61E-05	0	0	0	0	0	0	0.068077065	0	0	0	0	0	0	0	0.000737463	0	0	0	0	0	0.010739307	0	0	0	0	0	0	0	0	0	9.22E-05	0	0	0	4.61E-05	0	0.001705383	0.008849558	0.001705383	0	4.61E-05	0	0	0	0.000138274	0	0	0	0	0	0	0	0	0	0	0.001889749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001797566	0	0	0	0	0.00096792	4.61E-05	0	0	0	0	0	0	0	0	0	0.002120206	0	0	0	0	0	0	0	0	0.000460914	0	0.000276549	0	0	0	0	0	0.000276549	0	0	0	0	4.61E-05	0	0	0	0	0	0	0	0.000691372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61E-05	0	0	0	0.937629269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271177092	28.40465138	0.032173553	0.009192444	0	0	0	0	0	0	0	0.004596222	0	0	9.62448867	9.877280875	2.688789815	0.432044859	0.197637542	0.004596222	0	0	0.211426208	0	0.004596222	0.009192444	0.004596222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.43939881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.10916027	1.525945673	0.211426208
17761p04	17761	chen_model	4	xg_cdiff	0.443473	0.058615	-0.291915	-0.060775	0.367362	0.389731	0.043281	0.144406	0.140584	0.148228	6.924935	6.746375	7.113205	2.715864	2.69142	2.740309	2.732658	160	219.913043	189.812041	280.406811	17096	0.007365072	0.010487862	0.172519444	0.318406788	0.041480085	0	0.029578129	0.032936601	0.03482206	0.072118784	0	0	0	0.010723545	0.035293424	0	0.001237332	0.028812161	0	0.000353523	0	0.000294603	0	0	0.032936601	0.006952628	0.001531935	0	0	5.89E-05	0	0.000353523	0	0.011194909	0	5.89E-05	0	0	0	0	0	0.008602404	0.011843036	0.004006599	0	0.015201508	0	0.030461937	0	0.000589206	0	0	0	0	0.000235682	0	0	0	0	0	0.001355173	0	0	0.003770917	0.000942729	0.002180061	0	0.006540184	0.002651426	0	0	0.000235682	0	0	0	0.003829837	0.000530285	0	0.000765967	0.000589206	0	0.002415744	0.001649776	0.000412444	0	0.000765967	0	5.89E-05	0.000412444	0	0	0.000294603	0	0	0.000353523	0	0.001119491	0	0	0	0	0	0	0.000648126	0.001296253	0.008484563	0.001296253	0	0.001649776	0.000412444	0	0	0	0.000471365	0.001355173	0.00312279	5.89E-05	0	0.000412444	0	0	0	0	0.001590856	0.000530285	0	0.001473014	0	0.000412444	0	0.000353523	0	0.00919161	0	0.000117841	0	0.000117841	5.89E-05	0	0.000765967	0	0	0.000176762	0	0	0.000589206	0	0.001296253	0	0	0	0	0.005950978	0.002356823	0	0	0	0	0	0	0	0	0.00100165	0	0	0	0.000176762	0	0.000471365	0	0	0	0	0	0	0	0.000176762	0.000176762	0.000530285	0	0.001296253	0	0	0.000176762	0	0	0.000235682	0	0.000176762	5.89E-05	1.064576509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1939635	17.27304633	17.99836219	1.210809546	0	0	0	0.011698643	0	0	0	0	0	0	4.498128217	14.90992045	3.094291062	0	1.824988301	0.152082358	0	0	0.707767899	0	0.023397286	0	0	0	0	0	0	0.005849321	0	0	0	0.005849321	0	0	0	0	0	0	0	0	0	1.041179223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.33458119	1.34534394	0.304164717
17761p07	17761	chen_model	7	xg_cdiff	0.435594	0.111707	-0.305205	-0.006927	0.371929	0.43537	0.035772	0.13771	0.134381	0.141038	7.261663	7.090299	7.441516	2.869884	2.848331	2.891436	2.884331	203	275	241.03594	339.292148	24644	0.001436133	0.000574453	0.135119609	0.327233187	0.030569119	8.21E-05	0.015756432	0.034795454	0.03939108	0.068811292	0	4.10E-05	0.000123097	0.003651881	0.018259407	0	8.21E-05	0.004103237	0	0.001230971	0	0.039309015	0	0	0.008165443	0.035410939	0.000984777	0	0	0	0	0.025440072	0.030322925	0.005457306	0	0	0	0	0	0	0	0.001230971	0.012022486	0.035451972	0	0.011407	0	0.005170079	0	0.001928522	0	0	0	0	0.005293176	0.000574453	0	0	0	0	0.002379878	0	0	0.002379878	0.000123097	0.001600263	0.000410324	0.003651881	0.001025809	0	0.00086168	0.000246194	0.000943745	0	0	0.004718723	0.000656518	0	0.004923885	0.001436133	0.000164129	0.012473842	0.002215748	0.000123097	4.10E-05	0.004021173	0	0	0.00155923	0	0	0.001641295	0	0	0.001354068	0.000410324	0.001189939	4.10E-05	0	0	0	0	0	0.000902712	0.000369291	0.005129047	0.004431496	0	0.001354068	0.000328259	0	0.000328259	0.001928522	0.002749169	0.000902712	0.001395101	4.10E-05	0	0.001272004	0	0	0	0	0.001518198	0	0.000246194	0.000533421	0	0.002092651	8.21E-05	0.000451356	0	0.003528784	0	0.000164129	0	0.000779615	0	0	0.001189939	0	0	0.000123097	0	4.10E-05	0.00069755	0	0.001272004	0	4.10E-05	0	0	0.005908662	0.001846457	0.001066842	0	0	0	0	0	0.000410324	0	0.00242091	0	0	0	0.000164129	0	0.000779615	0	0	0	0	4.10E-05	0	0	8.21E-05	0.000369291	0	0	0.00086168	0	0	8.21E-05	0	0.000902712	4.10E-05	0	0.000164129	0.000943745	0.361128018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.221748833	13.40637046	26.04585109	1.278149726	3.00669507	0.008115236	0	0	0	0	0	0	0	0.004057618	0.673564618	12.91945628	1.574355853	0.008115236	3.603164942	0.129843782	0	0	0.860215054	0	0.028403327	0	0	0	0	0.004057618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056806654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.02860621	1.416108744	0.365185636
17762cec	17762	chen_model	28	xg_cdiff	0.392075	0.322357	-0.14099	0.088504	0.183163	0.584195	0.065046	0.072177	0.070229	0.074126	13.854773	13.490561	14.239197	3.295065	3.273903	3.316228	3.314155	213	298.2	259.480746	369.173052	18657	0.007858227	0.000162584	0.039670496	0.201766746	0.08302623	0	0.046011272	0.060969001	0.052893995	0.064762627	0.000108389	0	0	0.009104704	0.021840451	0	0.000921309	0.012844136	0	0.000921309	0	0.02113592	0	0	0.044981574	0.014795144	0.002384565	0	0	0	0	0.006936917	0.005907219	0.016312595	0	0	0	0	0	0	0	0.002872317	0.002330371	0.005419467	0	0.010730544	0	0.000921309	0.012464773	0	0	0.026501192	0	0	0.077064817	0.007804032	0	5.42E-05	0	5.42E-05	0.000379363	0	0	0.00325168	0.000758725	0.003847821	0.000270973	0.001409061	0.010080208	0	0.000758725	0	0	0	0	0.003089096	0.000162584	5.42E-05	0.009592456	0.005798829	0.000270973	0.002655539	0.00081292	0.003468459	0	0.006557555	0	0	0.001517451	0	0	0.009429872	0	0	0.000975504	0.002492955	0.007966616	0	0	0.000108389	0	0	5.42E-05	0.000433557	0.000379363	0.000487752	0.003034901	0	0.005636245	0.000108389	0	0	0.000379363	0.003034901	0.000487752	0.000325168	0.020052027	0	0.001246477	0.001409061	0	0.002059397	0	0.00081292	0.000758725	0.000270973	0.000162584	0	0.000704531	0.00081292	0	0	0.003739432	0	0.000704531	0	0.000758725	0.000108389	0	0.001300672	0	0	0.000325168	0	0	0.000921309	0.001246477	0.001734229	0	0.000108389	0	0	0.00162584	0.001029699	0.002005203	0.000325168	0	0	0	5.42E-05	0.000108389	0	0.000108389	0	0	0	0	0	0.001300672	0	0	0	0	0.000216779	0	0	0	0.000216779	0.000162584	0	0	0	0	0.000433557	0	0.000216779	0.000325168	0	0.000162584	0.000867115	0.900466313	0.005359919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.318593557	3.97169963	23.31028568	0.267995926	0.58423112	0	0	0	0	0	0	0	0	0	2.363724071	29.96194458	4.66312912	0	4.73816798	0.112558289	0	0	0.418073645	0	0.042879348	0.005359919	0	0	0	0	0.005359919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016079756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.20994801	0.836147291	0.267995926
17762n01	17762	chen_model	-1	xg_cdiff	0.306541	-0.100946	-0.210518	-0.020952	0.340689	0.188617	0.083156	0.158231	0.155906	0.160556	6.319861	6.22834	6.414112	2.152528	2.137979	2.167078	2.160939	76	122.5	94.58119	192.367682	21368	0.086184211	0.134351504	0.191212406	0.275892857	0.107095865	0	0.032518797	0.089661654	0.01174812	0.003571429	4.70E-05	0	0	0.004041353	4.70E-05	4.70E-05	0.009116541	0.006578947	0	0	0	4.70E-05	0	0	0	0	0	0	0	0	0	0	0	0.000281955	0	0	4.70E-05	0	0	0	0	0.016353383	0.007330827	9.40E-05	0	0	0	0.000798872	0	0	0	0	0	0	4.70E-05	0	0	0	0	0	0	0	0	0.00018797	0.015225564	0	0	0	0	0	0	0	0	0	0	0	4.70E-05	0	0	0	0	0	0.002396617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001644737	0	0	0	0	0.00093985	0	0	0	0	0	0	0	0	0	0	9.40E-05	0	0	0	0	0	0	0	4.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000328947	0	0.001080827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704887	0	0.00018797	0	0.402470985	0	0	0	0.004679895	0	0	0	0	0	0	0	0	0	0	0	10.79651816	19.17821041	10.58124298	0.734743542	0	0	0	0	0	0	0	0	0	0	11.08199176	1.675402471	4.188506177	0	0	0	0	0	0.00935979	0	0.070198428	0	0	0.00935979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.38450019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.34780981	1.179333583	0.355672033
17762n06	17762	chen_model	-6	xg_cdiff	0.2743	0.27984	0.216262	-0.37508	-0.230527	0.38714	0.089839	0.039896	0.039034	0.040758	25.065079	24.535172	25.618382	3.809132	3.791323	3.826942	3.826597	279	366.15	328.941098	431.08161	23232	0.039754816	0.00030648	0.103765324	0.036952715	0.017994746	8.76E-05	0.093782837	0.004465849	0.066943958	0.023817863	4.38E-05	0.06142732	0.000131349	0.015017513	0.022110333	0	8.76E-05	0.038660245	0	0.000131349	0	0.004597198	0.044964974	0	0.009150613	0.022110333	0.001094571	0	0.001751313	0.017119089	0.008537653	0.020402802	0.003502627	4.38E-05	0.005341506	0.027145359	4.38E-05	4.38E-05	0	0.00971979	0	0.019308231	0.004334501	0.014754816	0.00030648	0.009281961	0	0.001970228	0.005691769	0.004115587	0.006260946	0.000481611	0.01357268	0	0.028809107	0.000218914	0	0	0	0	0.003809107	0	0	0.010464098	0.001225919	0.000131349	0.000437828	0.000394046	0.000262697	0	4.38E-05	0.000788091	0.000350263	0.001707531	0	0.000437828	0.022022767	0.000700525	0.00323993	0.005341506	0.009763573	0.001401051	0.000700525	0.003458844	0	0.000744308	0.004903678	0.00385289	0.000525394	8.76E-05	0	0.002189142	0	0	0	0.000700525	0.003327496	0.00415937	0.01033275	0.000218914	0	0	0.004991243	0.006698774	0.001007005	0.002670753	4.38E-05	0.003021016	0.001357268	0.00262697	0	0.003940455	0.000350263	0.001882662	0.000131349	4.38E-05	0.001050788	0	0.000831874	0.001094571	0.000875657	0.00030648	0	0.0117338	0.002539405	8.76E-05	0.004553415	0	0	0.000744308	0.007618214	0	0.000262697	4.38E-05	0.000131349	0.003677758	0.000262697	0	0	0.002276708	0.000525394	0.000394046	0.000218914	0.000262697	0.002408056	4.38E-05	0.001182137	0	0	8.76E-05	0.001313485	0.000525394	0.000262697	0.002845884	4.38E-05	0.000700525	0.000569177	0.00030648	0	4.38E-05	0.000525394	0	0.002451839	0.000131349	0	0	0	0	0.00030648	0.000788091	0	0	0	0.000744308	0.000394046	0	8.76E-05	4.38E-05	0.001313485	0	0.002014011	0.00354641	0	0.000700525	0	0	8.76E-05	0.000394046	0	0	1.476411846	0.576790634	0.624139118	0	0	0	0	0	0	0	0	0	0	0	0	0	2.272727273	10.31336088	31.9171832	3.400482094	0.516528926	0.004304408	0.012913223	0	0	0	0	0	0	0	9.684917355	22.87362259	9.250172176	0.008608815	2.599862259	0.047348485	0	0.004304408	0.54665978	0.030130854	0.060261708	0	0	0	0.012913223	0	0.004304408	0	0	0.004304408	0	0	0	0.008608815	0	0	0	0	0	0	0	0.030130854	0	0	0.008608815	0	0	0	0	0	0	0	0	0	0	0	0	0.004304408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.508092287	0.129132231	0.068870523
